Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
c485928a9f964632cd9556607889aeb1379846b8,"Include reason rather than content in raised HTTPErrors

See https://github.com/kennethreitz/requests/pull/733 for details, TL;DR
content is too free-form for this to generally be a good idea.",6eb1ac44527e40f26f078d336b4ad6838798432b,False,requests/models.py
52b55ccfbc6bfd822fcacff0dff0eefffd6cc4fc,"Merge pull request #734 from doismellburning/verbose_http_errors

Include response.reason in raised HTTPErrors","876e1744b1abc0fd4089149665860ba523ad6ade, c485928a9f964632cd9556607889aeb1379846b8",True,
55237ad67dddaf070a40ea1ab64f84799356edfa,Comment typo fix and move newline.,79aa9edde1bba39a433475929970dd519fecfdf3,False,requests/_oauth.py
350be4a5496d10fab85b03fde65597e3a618abdf,Appengine workaround,52b55ccfbc6bfd822fcacff0dff0eefffd6cc4fc,False,requests/utils.py
0af7ca7b27f4f7bc58942ac3f3398d3238ee7a1d,"Merge pull request #739 from saevarom/develop

Appengine workaround","52b55ccfbc6bfd822fcacff0dff0eefffd6cc4fc, 350be4a5496d10fab85b03fde65597e3a618abdf",True,
31e768f1345007c1b9cbb3ce0db28750fa444ee0,"Merge pull request #729 from vickimo/issue_661

Added needed cast for when POSTing data and files (Issue #661)","e02fb2eb6c2acfa67793a2c77a3c7bd47998a024, f9c0ddf46ddae0a6b901257309424f2f3f196d90",True,
d74d61e97e017fe3902f2b9ac217ffb1a012da1e,changes,81207783a22d960827450a1079ca2a0291d6c5d5,False,HISTORY.rst
e0fed46561b609cee05e12472425949d7962585b,Solves #722,d74d61e97e017fe3902f2b9ac217ffb1a012da1e,False,requests/auth.py
02dcc40acd53ffbabd9c1d4bdd584ea8491a739d,Failing test for Issue #737.,767751599e4d4d7bcf0c5bee3751cbec6ef1fb7f,False,tests/test_requests.py
5e175ef24ce93a14b145a55d1a7f31267602f7b2,"Set content type before authentication

AWS S3 authentication adds content type header (when it exist) to
canonical string that is signed. Since it is set after authentication
is done authentication on S3 fails",02dcc40acd53ffbabd9c1d4bdd584ea8491a739d,False,requests/models.py
4f40b3befc2bb830ae48a2637e3af99fc5bbc768,Catch socket.gaierror in safe mode.,55237ad67dddaf070a40ea1ab64f84799356edfa,False,requests/safe_mode.py
54842cdca9598eb5cc09c971ed50af1e1d415ae9,"Merge pull request #752 from anentropic/patch-1

file posting example looked wrong","b47418533a7b4cc2df701a0872af2226c1639482, fdec88de995fd94c1f0dbe33e105680bbd1ac1de",True,
664880db62ad20cf754e3220b0545c79718a3e77,"Merge pull request #751 from Lukasa/develop

Catch socket.gaierror in safe mode.","22179c493e5492de3fcae17ad9138c83f5878449, 4f40b3befc2bb830ae48a2637e3af99fc5bbc768",True,
2b33bc289f78adde0df16589122d8cdc8eb09567,"Tests written for _encode_files new capability.

Work on issue #179",42ddc4c9e8faff8103adf1e083f0260945357646,False,tests/test_requests.py
c71f48b5f1d989644e26b9004c2af7a6f27d4708,"Some pyflakes fixes.

They were just bothering me far too much with vim+syntastic.",2b33bc289f78adde0df16589122d8cdc8eb09567,False,"Makefile, tests/test_requests.py"
46b6207f05f0f91c88a69156f88afa7e92c560cf,Fix python3 errors.,c71f48b5f1d989644e26b9004c2af7a6f27d4708,False,"Makefile, requests/models.py"
1efd06a87da37c074f7590ff5968090d849cea3f,"This simplification should work.

Probably should write a test case where it should fail though.",46b6207f05f0f91c88a69156f88afa7e92c560cf,False,requests/models.py
b4bc76f8ebe688afea622860990ddef1e5ec628b,Fix raise_for_status(),664880db62ad20cf754e3220b0545c79718a3e77,False,requests/models.py
b5ca4b4430ea810ce6216f2a6dbb6f4dc992656c,"Merge pull request #754 from sigmavirus24/develop

Fix raise_for_status()","664880db62ad20cf754e3220b0545c79718a3e77, b4bc76f8ebe688afea622860990ddef1e5ec628b",True,
12328d6e58d0b52f0a5f425f4dcd84236583c679,Added a test to expose issue #747,b5ca4b4430ea810ce6216f2a6dbb6f4dc992656c,False,tests/test_requests.py
2110f7d18c67ce42073b440df0853447df842e99,Fixed test for issue #747 to check for '' instead of 'text/plain',12328d6e58d0b52f0a5f425f4dcd84236583c679,False,tests/test_requests.py
493ea934699d10f5e7fae174403c59fd511b605b,"Fixed issue #747

Bound the name builtin_str to __builtin__.str and added another check
for this class since the str class was rebound to unicode in compat.
This issue was only for Python 2 as well.",12328d6e58d0b52f0a5f425f4dcd84236583c679,False,"requests/models.py, tests/test_requests.py"
f60579ddda183e10888bd5059ba3033792ddb043,Moved fix for #747 to compat module,2d321b22b764bca4ae393468c0afb47970cb9d57,False,"requests/compat.py, requests/models.py"
1722f289711e3d03b0e00fb548f3e8ea92544775,"Add to_key_val_lists to avoid repetition.

It uses the same logic whenever we're trying to use a list of key values and
avoid what I had started doing -- using the same pattern everywhere.

proxies, and headers should both be covered by this commit.",d82d1241525b3e9a548101a4ab56d76d40fb6a8a,False,"requests/models.py, requests/sessions.py, requests/utils.py"
3c0b94047c1ccfca4ac4f2fe32afef0ae314094e,"address connection leak issue from #520

* prefetch now defaults to True, ensuring that by default, sockets
  are returned to the urllib3 connection pool on request end
* sessions now have a close() method, notifying urllib3 to close pooled
  connections
* the module-level API, e.g., `requests.get('http://www.google.com')`,
  explicitly closes its session when finished

When prefetch is False, the open socket becomes part of the state of the
Response object, and it's the client's responsibility to read the whole
body, at which point the socket will be returned to the pool.",9abc9ad1b3e93307b6a82c54ed94faa11d43bd4f,False,"requests/api.py, requests/models.py, requests/sessions.py, tests/informal/test_leaked_connections.py, tests/test_requests.py"
b13c24d7b9090855d5cf081c47b966bbce34fc48,"Merge pull request #760 from slingamn/fix_leak.release

address connection leak issue from #520","1898077f798ede5cbaff18f12788b51a7763df8b, 3c0b94047c1ccfca4ac4f2fe32afef0ae314094e",True,
030ead9c36b59d2e18f6381f3f8c96c6e4de0090,"properly handle send(prefetch=False)

fixes RequestsTestSuite.test_prefetch_return_response_interaction",857d8eda3a4055d92626f71ff5b34ce8cc6ec167,False,requests/models.py
000c1053035812ee765a4f4a967eb69dba400a04,"propagate self.prefetch on redirect

fixes RequestsTestSuite.test_prefetch_redirect_bug",030ead9c36b59d2e18f6381f3f8c96c6e4de0090,False,requests/models.py
291859c199c481bf1e304e39613ca90b6f55f9f8,fix the tests for python 3,000c1053035812ee765a4f4a967eb69dba400a04,False,tests/test_requests.py
bc7b2f9a67ef69d87fdf02701f8005c1af612796,"Merge pull request #764 from slingamn/regressions

test and fix regressions from #760","a94fcb87d2ec6c83355e3ce6a89ffc7531e7672c, 291859c199c481bf1e304e39613ca90b6f55f9f8",True,
e624ae8aeadc63b473e1d57f1bec71b4f713cf32,Add test for Issue #423.,bc7b2f9a67ef69d87fdf02701f8005c1af612796,False,tests/test_requests.py
875c9e18ab967464d13a2ea804119316c73277bb,Wrap socket.error in ConnectionError (+ unit tests),bc7b2f9a67ef69d87fdf02701f8005c1af612796,False,"requests/models.py, tests/test_requests.py"
a65e8b4a22ba1a3c23bdd74b86b183529fd9e17e,"Merge pull request #767 from stefanp/develop

Wrap socket.error in ConnectionError (+ unit tests)","d4f7d676550483dcee17b6a23867541377ae2cd8, 875c9e18ab967464d13a2ea804119316c73277bb",True,
cfa627ae62cebff20edf0816ce327c61603ef6a8,"Fixed encoding of fields with the same name.

* Properly handle repeated data fields for multipart/form-data requests (#737)
* Allow a list of 2-tuples as the `files` agument.
* Consistently serialize lists a of parameters (#729).",64646182b213f9e7e564bbf9a26e4861090627cf,False,"AUTHORS.rst, requests/models.py, tests/test_requests.py"
dee3693ea004e2f859e4fba4cfedb376e4d0bb2b,"Use BytesIO for bytes.

This fixes a TypeError on Python 3 that ocurred when passing
bytes as the values for files.",cfa627ae62cebff20edf0816ce327c61603ef6a8,False,"requests/models.py, tests/test_requests.py"
88c762e256647a03f10a7a8c8707043a1b33aa5b,Fixed tests for Python 3 (text vs. bytes).,dee3693ea004e2f859e4fba4cfedb376e4d0bb2b,False,tests/test_requests.py
27b55a74d7b9bd2f8c60fd0ee342bcbbf40e0a66,"Merge pull request #746 from jkbr/develop

Fixed encoding of fields with the same name, multipart/form-data fixes.","64646182b213f9e7e564bbf9a26e4861090627cf, 88c762e256647a03f10a7a8c8707043a1b33aa5b",True,
e08b853a0c001bda8215819c9cbcb7381e8c2c24,Test for throwing useful exception on bad label.,27b55a74d7b9bd2f8c60fd0ee342bcbbf40e0a66,False,tests/test_requests.py
79d53d3b8acf021203853e12e8fe0eeb0b742b51,Throw InvalidURL not UnicodeError on bad label.,e08b853a0c001bda8215819c9cbcb7381e8c2c24,False,requests/models.py
4130cf9b40acf08aa89c942330f3ee2eddd173eb,"Merge pull request #774 from Lukasa/develop

Throw clear exceptions","27b55a74d7b9bd2f8c60fd0ee342bcbbf40e0a66, 79d53d3b8acf021203853e12e8fe0eeb0b742b51",True,
57b4d39749021305a2d5850e642537224d30611f,Remove exception eating from dispatch_hook.,4130cf9b40acf08aa89c942330f3ee2eddd173eb,False,requests/hooks.py
ff55d737d509d8af1308c4b118dd2cc4ebbaaa72,Change variable '_r' to 'r' for consistency.,4130cf9b40acf08aa89c942330f3ee2eddd173eb,False,docs/user/quickstart.rst
b9d3ce2e10339d41aeaeb24c4226c4ce17558b53,Change variable '_r' to 'bad_r' to avoid confusion about Python's private variable convention.,ff55d737d509d8af1308c4b118dd2cc4ebbaaa72,False,docs/user/quickstart.rst
42d0a2169eb894df0fc3c3788925bfd107765597,Whitespace fixes following PEP8.,4130cf9b40acf08aa89c942330f3ee2eddd173eb,False,"requests/api.py, requests/auth.py, requests/compat.py, requests/cookies.py, requests/exceptions.py, requests/hooks.py, requests/models.py, requests/safe_mode.py, requests/sessions.py, requests/status_codes.py, requests/structures.py, requests/utils.py, tests/informal/test_leaked_connections.py, tests/test_cookies.py, tests/test_requests.py, tests/test_requests_ext.py, tests/test_requests_https.py"
27f34a54871088f258bc7f4fdb9af51f2b15628d,"Merge pull request #786 from Locker537/lint_fix

Lint fixes following PEP8.","bbf1946dfed0cc7db880183ca00c6a7663e0b710, 42d0a2169eb894df0fc3c3788925bfd107765597",True,
cb0fdd80d0b3019d08f2ec73eb1b25dc79eb9608,"Merge pull request #784 from Locker537/docs_fix

Change variable '_r' to 'r' for consistency.","27f34a54871088f258bc7f4fdb9af51f2b15628d, b31a4399c7cdd0a7c5a7f2c4c7a320fbeb30ebff",True,
ab56e4a9f170c2c951d443853466f27b31dcc256,"Fix python3 tests.

I wasn't thorough enough with how I dealt with headers. Most of the header
logic in the Request object utilizes dictionary properties which will not work
with a key/value list.

I'll dig more into this, but I know the rest of the features are more
important so I'll take my time on this and send a separate pull request.",f01694e2743c9883ca316d3abd8d2385d5c5f37e,False,"requests/sessions.py, tests/test_requests.py"
a04775f862c479d017689dddf28c6e6a84beb74e,Typo fix in tests.,cb0fdd80d0b3019d08f2ec73eb1b25dc79eb9608,False,tests/test_requests_ext.py
00523064b0f151c7160884142aa59a5831fc5399,"Merge pull request #793 from Lukasa/typo

Typo fix in tests.","cb0fdd80d0b3019d08f2ec73eb1b25dc79eb9608, a04775f862c479d017689dddf28c6e6a84beb74e",True,
a5d462e176c61c9967ef6cbcc0ef50a4764dc0b6,"Revert ""Some pyflakes fixes.""

This reverts commit c71f48b5f1d989644e26b9004c2af7a6f27d4708.

To please his BDFLness @kennethreitz ;)",329af44f351eaea251601cabcafcd70a62521af5,False,tests/test_requests.py
385217e55c356dc8be9612dc2fa2ccf2f71bd9dd,"Merge pull request #789 from zigmonty/http_digest_fixes

HTTPDigestAuth fixes","489ce1c8a9fb16fb38a2073b738c7b01391e4ab8, 6d0203609294a9f95b2808515829b3c371aaac74",True,
f48c78c9eebde590dfadc7f0d89e1de1ed9f85b3,"Change ordering of data + params back.

Fixes #795",b130b98086e1826bd0ade3fd9a899e49eeb253ec,False,requests/models.py
6d418d91324c77c6b131abcdbe7a82095ea074dc,Fix a fairly critical error on my part.,f48c78c9eebde590dfadc7f0d89e1de1ed9f85b3,False,requests/models.py
c19650b00f0c169cdf6372a093425830e11a8771,Fix SSL3 error on Ubuntu 12.04,b130b98086e1826bd0ade3fd9a899e49eeb253ec,False,requests/packages/urllib3/connectionpool.py
2e71497e10dd372040b5b44c75b99a07159e7ce4,"Merge pull request #799 from joequery/ubuntu_ssl_error

Fix SSL3 error on Ubuntu 12.04","b130b98086e1826bd0ade3fd9a899e49eeb253ec, c19650b00f0c169cdf6372a093425830e11a8771",True,
2d5d6f99abe94d19f31d56a50603013756102574,"Merge pull request #797 from sigmavirus24/fix_order

Fix order of data+params","2e71497e10dd372040b5b44c75b99a07159e7ce4, 6d418d91324c77c6b131abcdbe7a82095ea074dc",True,
301d1a838f56c6c8e5e886b7dde3de88656cfae4,Fix kennethreitz/requests#790,2d5d6f99abe94d19f31d56a50603013756102574,False,requests/auth.py
f3159ed4f619124ab4b47c4e0f06f96daed762ce,Added in a link handler as per issue #711,2e71497e10dd372040b5b44c75b99a07159e7ce4,False,requests/utils.py
a320336b5cbf37f288e21d6ca4492b13cb10be0c,"Merge pull request #801 from rhyselsmore/develop

Added in a link handler as per issue #711","49a7947bcb1af9727fd23ddea907ba53646c3e93, f3159ed4f619124ab4b47c4e0f06f96daed762ce",True,
d8dcd35316621df0691ab5fc3fe1d5f3d76f71bb,Fixes #711!,0841940aea32da8211fba50a04f844840b8d8c09,False,requests/models.py
4889adce4e7ea6b9e89fd6059cda2dc7cdf53be8,"Merge pull request #802 from Lukasa/develop

Tiny formatting changes in Advanced docs","c323047dbe5cfb892eada9c37037145738507c5e, b5ce5029ea04b7e16fc96ec121cac2a35f077c97",True,
f18733d2be4a9c3d0d3ceea31be9e191c05f21d6,"Fix for #804 - Session params ommited in 0.13.8.  If default_kwarg is a list, attempt to convert to dictionary",4889adce4e7ea6b9e89fd6059cda2dc7cdf53be8,False,requests/sessions.py
b781acc7ab34d1ace2200e52e434ad1b54e54eb6,Add a failing test for Issue #378.,4889adce4e7ea6b9e89fd6059cda2dc7cdf53be8,False,tests/test_requests.py
fa449212418d9102e67d63cdf424698dba2dbbe9,"Merge pull request #800 from ayanamist/develop

Fix kennethreitz/requests#790","088454b145216acebf4277aefcb2115b499b1406, 301d1a838f56c6c8e5e886b7dde3de88656cfae4",True,
ab57c076e3be6e4ee2cc0ce7aaef46d06f68a254,"Merge pull request #811 from lucian1900/develop

Remove exception eating from dispatch_hook.","94869e720e4ab808a4f5d23de773b393dc770eb6, 57b4d39749021305a2d5850e642537224d30611f",True,
1be2a55a39b0738c7e07f3bd356306de2683f04e,Remove exception eating from dispatch_hook.,ab57c076e3be6e4ee2cc0ce7aaef46d06f68a254,False,HISTORY.rst
46ff4b386281f619506c13f8a6548ecd3e4d3559,"Fix the comment too.
If content-type is multipart/form-data, keep the header.",8a1d53eb3ac19cabbb85e2bdfae418cd6fa84612,False,requests/auth.py
babac7368b9aa34fd1f0e5d29d4f80c2006ad614,"Change variable name ""_cond"" -> ""_oauth_signed"".",aded42f23247e86495654ddd85ae9e000bbe9c1e,False,requests/auth.py
06d9faedc662a3705af0349e12ea27e2b4bbf640,data encoding must be done after calling an auth provider which might change the data (as auth.OAuth1 does),0ad445651e22159d7eeea5f0283c073fae5bacd9,False,requests/models.py
8081d7b15cf893435c19ea1c0d5e4392a60fe18f,"Fixes #817.

Use dicts and lists where necessary but accept both dicts and lists of
2-tuples everywhere.",c8f166f696327dc8ec07a248863fcc35fafa2038,False,"requests/compat.py, requests/models.py, requests/sessions.py, requests/structures.py, requests/utils.py"
c73646da0018063f7ddd03514e6cde55e82bb640,"fix some tests to correctly cover the API

After #831, the tests added in #764 (which relied on iter_content()
crashing if the response was prefetched) no longer tested what they
were intended to test.",c8f166f696327dc8ec07a248863fcc35fafa2038,False,tests/test_requests.py
ee7825df7b021e8cedfcafcc814f03d8f74d512c,"Merge pull request #842 from slingamn/test_tweak

fix some tests to correctly cover the API","41ca8edf23754195f8403622fa23df990a6e25d3, c73646da0018063f7ddd03514e6cde55e82bb640",True,
861e63ce8e4a7c4881b3129edea8f23d730cabf1,fixed typo in docs,ee7825df7b021e8cedfcafcc814f03d8f74d512c,False,requests/defaults.py
f58013c089acd505962139fb9fc5ae293eb7ffd7,"Merge pull request #845 from alanhamlett/patch-1

fixed typo in docs","ee7825df7b021e8cedfcafcc814f03d8f74d512c, 861e63ce8e4a7c4881b3129edea8f23d730cabf1",True,
2ae7c5a5476a20c512dc477f49084c70f970184c,"Merge pull request #833 from sigmavirus24/fix_key_val_args

Fixes #817.","f58013c089acd505962139fb9fc5ae293eb7ffd7, 8081d7b15cf893435c19ea1c0d5e4392a60fe18f",True,
91a9c397466d22c83688ddd851d7f04d73cd22a8,"Reset PYTHONDONTWRITEBYTECODE after installation

Fixes #839.",b7c394543704ba031854bfea06628321a4453e8b,False,setup.py
2dc7db4730fb9763931ad0a7449732d0797959b9,Fixed issue with empty proxies being passed,64fd0baa02577d764808f08d7887365864406cb5,False,"requests/models.py, tests/test_proxies.py"
65c19bc0e0c44da54ff46d2237264800e2f2238f,Fix for v3 in deleting empty proxies.,2dc7db4730fb9763931ad0a7449732d0797959b9,False,requests/models.py
106bae645763fe36f5f3df4bc3203b9f8d5f4976,"Merge pull request #850 from SecurityForUs/fix_proxies_2.7-3

Resolve issue in #849","64fd0baa02577d764808f08d7887365864406cb5, 65c19bc0e0c44da54ff46d2237264800e2f2238f",True,
4dd3d1a1a2534f2996a368ebe26114bf974e15f9,Fix #785 & add regression test.,a0df2cbb10419037d11d04352b3175405ab52941,False,"requests/models.py, tests/test_requests.py"
6a4062a8c7d1c5306d8cf8af76dcb0eb36566b85,"Merge pull request #863 from sigmavirus24/fix_hooks

Fix #785 & add regression test.","c91f83fbad8a4e1a8ecf971d69dfee3e1cf7a31d, 4dd3d1a1a2534f2996a368ebe26114bf974e15f9",True,
1b70385d4ae7540084ef82886df3d943733db0d2,"change default accept-encoding

http://blogs.operationaldynamics.com/andrew/software/research/testing-re
stful-apis-with-httpie",6cc24a11fdf3c9d9489e4a49bad990ce662074f0,False,requests/defaults.py
